ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,latitude,longitude
4400,retained,215,172,313.2374847,2435,108,0,1377.831674,617.0699841,21,18,Android,3.1067432494798473,101.70940644344891
10803,retained,131,106,147.9605324,1257,162,142,6353.105102,1684.746925,26,23,Android,3.1070521211158724,101.67586359417412
6945,retained,18,16,189.8531344,2710,170,20,3670.752857,1204.376899,11,8,iPhone,3.188257479303383,101.69521918750928
1522,churned,101,81,226.8170831,170,22,0,6177.007026,4236.422239,2,2,Android,3.148911722850194,101.71222642147919
5278,retained,55,45,197.7250379,1317,0,0,2272.53389,971.8009627,21,17,Android,3.128043838929491,101.71306257185707
2562,retained,181,145,226.9373217,880,391,0,2566.120726,139.2000497,18,17,iPhone,3.1442536691589367,101.69045560267783
2128,churned,31,31,70.96944132,115,33,23,1422.440823,831.7574051,2,2,Android,3.1623449418689136,101.6790704869647
1086,retained,186,150,233.2492116,2911,104,37,2200.479159,1491.916733,28,22,iPhone,3.1324442462075153,101.71486992865606
1962,churned,22,22,210.6365531,207,494,0,2910.379649,2094.084405,4,0,iPhone,3.141975406984988,101.64963852210111
8617,retained,254,205,285.7505354,837,0,0,8543.513447,3659.035142,8,7,iPhone,3.1043487731459054,101.6970860611576
14989,retained,6,6,153.3736165,2988,371,24,1553.284152,833.4211552,23,20,iPhone,3.1561245288919446,101.67271322950253
4546,retained,134,108,219.891712,319,0,0,3390.656375,696.458971,16,16,Android,3.1156927980031313,101.68488955777671
3065,retained,15,13,38.34637497,558,5,8,3309.966904,1864.929189,22,14,iPhone,3.148374059344988,101.65919418182443
4075,retained,204,164,207.8371289,2757,129,0,1270.959676,220.8680591,8,8,Android,3.138398587659205,101.70492181678672
14479,retained,223,184,356.0834601,3386,0,29,4943.250411,2357.649293,18,10,Android,3.1530521616909417,101.67513317858523
11159,retained,40,40,171.3666478,426,107,8,2067.37887,612.8943962,9,8,iPhone,3.146597993138608,101.6796388205999
10192,churned,90,82,142.546518,2254,85,23,4886.380212,3595.933332,18,13,Android,3.161998743116801,101.65941198144992
9599,churned,3,3,15.28888628,626,127,0,3876.01552,687.7786782,22,17,iPhone,3.1605323517733286,101.66744238687174
11567,retained,97,78,201.0246081,2031,184,0,4233.934516,1318.143814,11,11,iPhone,3.1496041521374267,101.70327908155102
14427,retained,22,22,64.61634018,365,33,0,5198.296253,3587.688939,30,22,iPhone,3.112935262519029,101.70494511097732
1346,retained,80,64,170.9346873,2995,13,7,4074.421556,953.0742562,8,8,iPhone,3.1381345362207775,101.68009499239079
5736,retained,27,22,69.44456536,3454,0,18,4462.987119,3715.158189,5,5,iPhone,3.1453383397397676,101.66773461875593
6174,retained,93,75,115.6894475,463,66,0,4465.463919,3267.92631,29,27,iPhone,3.134911947853725,101.68751228929597
8452,retained,59,55,76.59949512,408,2,37,2567.241524,392.9402171,17,12,iPhone,3.1657075168383177,101.71170676408822
1121,retained,39,32,189.4145861,2412,259,0,4159.870694,658.6679869,25,20,iPhone,3.151075781414635,101.65756348060123
1533,retained,77,63,93.22006908,3469,0,51,1780.833193,1464.96759,5,3,Android,3.1527491279575606,101.6833578686559
2943,churned,29,24,169.3009208,2618,0,0,1778.407381,1404.289813,24,18,iPhone,3.150730244379336,101.66800913705332
12395,retained,15,15,173.3855198,348,521,29,6263.642933,1874.997844,25,20,iPhone,3.169682911401023,101.70537800333673
10045,retained,309,247,451.2657829,1642,0,96,2694.827218,1674.353758,9,8,iPhone,3.166759864054202,101.67902592721636
3635,churned,81,65,136.4889166,746,20,13,3690.3082,2633.004656,10,5,iPhone,3.1100050309828906,101.680385482925
6886,churned,130,104,138.7631837,2865,28,44,4119.600233,1229.221399,1,0,iPhone,3.1499482558412826,101.65774488369837
3613,retained,11,11,47.75109885,28,141,0,2071.429322,777.4144812,21,21,iPhone,3.1300043678794767,101.69114727492057
12044,retained,66,66,188.9417541,2552,0,4,5481.633402,2553.883089,25,16,iPhone,3.165849477038678,101.70613154626707
4696,retained,221,182,244.0190632,1844,141,82,2869.822828,862.7595302,12,7,iPhone,3.1402387404303527,101.69287921226773
4097,retained,184,149,231.2336418,1925,179,5,7978.041661,1230.141722,26,20,iPhone,3.1477159455274037,101.671660844075
1632,retained,88,71,288.3362366,3351,0,6,14145.16443,3927.418622,17,12,iPhone,3.165485555262593,101.68841894272121
14660,churned,313,251,339.0501443,3436,832,8,6410.821527,2186.891739,17,17,iPhone,3.150287712905709,101.65256529184262
8231,retained,224,183,240.0334824,590,0,0,1734.952023,1380.328834,25,21,iPhone,3.1455245347144056,101.68017189706813
5381,retained,44,35,61.11265842,1483,186,9,4641.432984,2934.231242,24,16,iPhone,3.1426620278376576,101.70248543863303
7053,retained,171,138,264.6880331,2640,73,13,4677.915662,1257.681725,31,21,iPhone,3.140721887435917,101.66298207285901
11396,churned,56,56,63.51423262,3443,60,47,4398.921395,2536.930089,13,7,Android,3.1327734277583144,101.69123435748875
13635,retained,15,14,32.77996857,2140,5,0,1525.842111,488.6701332,1,0,iPhone,3.158499688683856,101.66819513770756
3014,retained,28,24,407.7581935,1247,80,0,1455.745345,542.6777213,24,24,Android,3.1218821239253765,101.67159498208721
12159,retained,157,128,234.1588583,1618,39,0,2644.144546,2035.76442,29,18,iPhone,3.117247943564649,101.69593203271606
5640,retained,93,89,237.8157137,794,28,177,2783.067044,1601.442179,14,7,iPhone,3.1728548923360216,101.67815412006438
7728,retained,57,47,78.28660028,1515,93,28,4994.632245,2656.613683,1,0,iPhone,3.1365891066429863,101.66964411413267
7773,retained,44,35,97.18634357,2104,49,84,3210.414591,2318.83613,11,7,iPhone,3.16449667114568,101.68064040093154
14378,retained,33,33,57.28985646,2659,241,132,7403.150051,1728.56848,7,4,iPhone,3.1239032623181893,101.6867271858724
99,retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,3.146872697531491,101.69973184539194
12544,retained,97,78,251.4674163,2367,0,0,4136.654784,2256.653008,23,14,iPhone,3.1043429474161126,101.68249537444478
5038,churned,183,151,231.791695,3163,49,0,2350.198302,709.3577833,3,3,iPhone,3.1752009020732888,101.68962162697011
14314,retained,65,52,289.421246,2330,51,60,2417.511268,1758.269342,7,6,iPhone,3.1224651770829466,101.66027084494782
10870,retained,241,193,260.7071319,3153,24,20,5744.851649,2296.292604,8,3,iPhone,3.154562608987089,101.68411095150438
8372,retained,22,18,62.92010304,1596,351,65,6182.967953,3821.662216,9,9,Android,3.153833141654065,101.67087544501688
1035,retained,18,17,131.8001832,1376,0,0,2401.751325,1717.928893,4,1,Android,3.1019728258402015,101.69503727854429
9354,churned,121,97,124.7157616,30,0,29,4361.217132,1681.703375,22,22,iPhone,3.146946934530777,101.69765212697695
1744,retained,257,205,277.9413433,2734,150,0,863.758886,671.0718564,24,20,iPhone,3.157124317384112,101.7262374157405
13437,retained,11,10,73.06141722,31,265,0,3053.627298,1831.048352,25,25,Android,3.135800579485302,101.70816685970601
6904,retained,29,24,199.791624,357,125,0,3433.081982,828.9534696,30,25,iPhone,3.179111861272368,101.66065032105733
12872,retained,14,12,170.9514503,886,0,0,1905.545668,675.6764477,18,18,iPhone,3.1345547767460316,101.65767856782445
3447,retained,146,118,226.3364683,2705,0,0,3660.012334,1012.161997,8,8,iPhone,3.1358230400868132,101.67892271097038
1586,retained,0,0,389.1434441,2667,483,10,1722.510442,998.6623382,14,7,iPhone,3.1523570782657564,101.67345328047821
8899,retained,238,201,320.3062492,1226,197,0,4692.312427,534.9323795,30,28,iPhone,3.1308346978000876,101.66206871395097
4739,retained,327,265,331.9155485,2221,19,47,4840.272477,3706.118272,28,24,iPhone,3.1429733250540792,101.68032957364998
13238,retained,11,10,59.95279387,562,20,1,2152.303177,921.7162268,21,17,iPhone,3.129167301728283,101.69586318719553
5025,retained,5,5,49.10113254,2174,0,0,3038.142316,583.8234794,14,8,iPhone,3.1532243854536572,101.66774121562659
286,retained,12,10,71.44822472,2395,39,91,5385.271175,3025.260911,28,27,iPhone,3.1222202887454067,101.65256102725805
6664,retained,20,16,160.2290894,1387,330,53,4233.145684,2374.25768,23,19,iPhone,3.1700159723011136,101.70204779354538
11580,retained,7,6,92.35179736,2789,95,68,9013.985148,4312.377734,26,26,iPhone,3.1061104979873706,101.66007240776908
6580,retained,56,46,58.37961565,860,10,0,2926.077545,1723.024397,7,7,Android,3.1365533789552256,101.72347440645214
6932,churned,132,107,193.9644158,2156,491,73,2740.55356,1070.452868,5,5,iPhone,3.1165370421973564,101.6824745272037
12061,,34,28,81.46690099,1029,51,0,3282.314056,2354.878551,0,0,iPhone,3.1543344584698736,101.68190116234533
4464,churned,70,70,335.0433978,1330,161,18,1732.383757,1416.713762,3,3,Android,3.1493420967741494,101.70142103849433
1623,retained,49,49,106.4199373,154,240,3,10067.55736,6826.534627,21,16,iPhone,3.1326858889554607,101.6925111398688
8146,,11,11,167.4317571,443,0,221,1052.885267,558.2880016,4,4,iPhone,3.126821288977377,101.68788199621333
351,retained,142,114,164.2639383,2197,107,46,6399.934576,804.4161621,28,22,iPhone,3.0958086664471467,101.67190224508116
12411,retained,137,110,143.4822893,2569,408,34,3247.471244,1268.246382,30,27,iPhone,3.1221314946398393,101.71515610509476
3615,churned,59,51,186.7539823,655,267,0,1632.006454,398.9566302,14,12,iPhone,3.1097109588975034,101.67020109901875
566,retained,46,38,257.4616439,3262,495,0,6373.83401,888.2799682,16,8,iPhone,3.1680195264589996,101.67945999591778
914,retained,281,226,609.1833408,366,252,0,8168.065436,2786.604006,20,19,iPhone,3.159705531323605,101.6702569940468
6494,retained,136,110,149.9690141,340,0,97,4615.135532,1843.029199,15,10,iPhone,3.142802724898041,101.71442906746654
13911,churned,43,35,107.9306285,695,246,100,3700.656856,1290.755446,2,0,iPhone,3.142886501362685,101.68624812035917
2957,retained,23,21,65.51625595,2914,77,11,6953.537775,4377.235445,4,4,iPhone,3.141186940360442,101.70213028068522
12727,churned,268,216,447.0012584,13,78,8,4994.128121,2634.624054,0,0,Android,3.0959250850373015,101.70177903826112
3684,retained,16,14,63.27424393,288,117,0,2969.954961,1846.723193,30,28,Android,3.141896477095987,101.6964709254143
7752,retained,3,2,98.14192289,3009,0,33,2338.628014,804.1820292,29,24,Android,3.1214238214166814,101.74219806286308
14156,retained,54,54,156.9864411,3422,0,101,12938.68252,5263.412064,31,25,iPhone,3.136081316095908,101.67276024219994
11012,retained,63,51,172.0640994,1418,79,0,2079.103492,1252.688786,18,18,iPhone,3.1596963125669992,101.67030148761471
1579,retained,27,27,58.65740511,3449,162,43,1024.457741,821.4177485,11,4,iPhone,3.1631222917838904,101.66436552760021
14940,retained,14,12,129.8986392,1809,153,11,4947.861635,897.548054,7,7,iPhone,3.1277853599428798,101.68974098332222
1398,churned,55,45,101.2072049,381,43,15,2422.018436,757.373757,22,15,Android,3.1279981341628784,101.68955232766729
1530,retained,172,138,274.420819,914,8,46,2227.684273,1081.093663,19,14,iPhone,3.1336117876333462,101.64655245230341
3077,retained,8,6,315.7354648,2485,0,9,2205.394373,1479.394387,15,13,iPhone,3.157253182751034,101.69634010299015
13567,retained,243,195,392.3747347,2729,7,78,3672.245296,2696.328062,14,14,Android,3.149494617883305,101.67676448043349
10362,retained,33,33,41.97098445,158,0,0,3499.510836,2777.0054,21,13,iPhone,3.1299467930276506,101.67694546403871
1624,retained,21,17,48.06213777,3487,59,18,2526.325606,1614.362067,21,17,Android,3.140866198761219,101.69535485110016
2525,retained,15,13,415.5099042,1138,26,0,6099.301215,2787.874161,4,2,Android,3.1392399213787714,101.68342948552333
2227,retained,106,91,122.5296333,3477,1043,0,2692.314827,1336.526126,27,17,iPhone,3.117713385747925,101.70788232278588
487,churned,19,15,22.64255453,2672,38,37,5084.551534,1007.323984,27,25,iPhone,3.1279705217744103,101.70569839054926
3288,retained,34,34,72.78689831,1948,162,0,1726.728647,1429.361233,18,18,iPhone,3.119395814758557,101.66284229900526
4089,retained,36,29,140.5158458,2998,95,93,5672.709206,917.0124872,25,20,iPhone,3.1423260965650432,101.67280327566642
379,churned,74,60,246.3604066,2500,113,0,6527.314416,2332.135966,6,4,iPhone,3.1154828045882548,101.6686595964233
14132,churned,189,152,336.3975974,984,22,38,9804.712881,7312.327238,2,2,Android,3.164737438430196,101.7618075845595
2968,retained,19,16,187.576241,1501,3,0,2060.400535,1512.578479,16,15,iPhone,3.119516853164439,101.66169243412709
9830,churned,409,328,510.4557186,878,70,31,2341.956764,1012.130135,23,20,iPhone,3.1708097552257555,101.71177617360435
11378,retained,324,259,345.2690071,2775,81,0,6529.819186,5153.233807,14,14,iPhone,3.147208445498101,101.71782677664419
5646,retained,63,51,215.8155555,531,259,0,2870.984234,1479.399588,23,22,Android,3.138742164328832,101.68704750383378
357,retained,16,13,182.1225418,850,237,108,8622.071696,833.9872343,17,11,iPhone,3.1151741178822996,101.67870432645014
9418,retained,22,18,46.28862842,3135,19,25,4696.434143,3912.983469,3,0,iPhone,3.1238473025581937,101.7012291349828
8298,retained,23,23,290.1426493,2916,379,0,8037.895601,2128.423969,23,19,Android,3.1848391865387193,101.66489497400046
7146,retained,125,102,293.5154067,898,441,62,8405.512743,5845.188662,18,15,iPhone,3.128574668053528,101.63579989869427
47,churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,3.1422479981303915,101.67862287626279
9360,retained,47,46,83.82246362,2844,0,8,6035.86134,3007.471397,3,0,Android,3.1492863286906565,101.6772921950136
11947,retained,14,11,279.8805743,1701,55,0,2105.271845,453.9900676,20,14,Android,3.1083026378228773,101.69413080679861
11750,retained,113,91,260.1571672,934,0,62,3337.648964,419.1438331,9,9,iPhone,3.146124550926726,101.68611785394776
708,retained,24,19,52.4646532,1239,40,0,5900.020527,3676.129368,25,17,iPhone,3.139701168357422,101.69004903053676
7497,retained,19,19,73.94703625,1622,0,48,1347.781426,898.722357,4,4,iPhone,3.1332500232095253,101.70814508243537
11885,retained,49,42,82.02622994,3230,210,37,3670.863104,1798.097973,31,28,iPhone,3.1177699802473064,101.6792571838445
836,churned,106,92,124.400562,944,9,0,2974.744548,2323.982318,15,12,iPhone,3.166412167629802,101.63383241799635
4918,retained,177,143,400.9401157,3007,58,0,2885.615167,1618.749118,16,8,iPhone,3.142804630685134,101.75135856884971
2342,retained,15,15,126.9289238,514,45,208,4434.763482,2890.686201,30,29,iPhone,3.165361225796748,101.68893632710564
5727,retained,72,66,103.0771123,1618,0,10,1822.383211,702.6280771,28,25,Android,3.1117740813276056,101.68134684387876
11028,retained,95,77,155.4993639,2838,74,38,2318.20607,1867.479661,12,8,Android,3.1144052297566214,101.69948812316751
4438,retained,18,15,36.58834944,2316,0,0,3633.693275,1912.743551,9,9,iPhone,3.166792171075376,101.72823097588969
7539,retained,34,29,235.7427483,2823,14,4,3297.211953,1906.795887,26,22,Android,3.1388632560447043,101.6979196987529
6108,retained,106,85,228.6380823,2142,41,0,4001.665586,2999.214399,21,18,iPhone,3.1341385689756995,101.6868840178113
12461,retained,20,17,216.0447252,1506,63,81,3263.326654,2106.777666,17,13,iPhone,3.139665715004337,101.71251219952164
6920,churned,39,39,205.2226497,3000,0,205,4895.187468,1680.175374,21,15,Android,3.122343612402316,101.68129439169445
9899,retained,287,238,368.6840759,2939,16,33,4010.208575,2639.47719,17,16,Android,3.126506052674085,101.67078015762429
13080,retained,70,56,281.3675231,1717,172,0,1143.157821,841.7085986,17,16,Android,3.110458026181259,101.69153854994288
12974,churned,23,23,180.1556257,819,0,2,7960.309188,4259.507559,15,8,iPhone,3.1157832565329797,101.65164361324517
10038,retained,22,22,58.68852469,1049,38,87,4779.938362,657.2722493,25,22,iPhone,3.0918612660820703,101.69679035406266
12586,churned,27,22,31.62840159,921,205,53,4521.071933,165.8150044,6,6,iPhone,3.105350622077986,101.68386617807738
7838,retained,69,60,188.4945572,3227,3,0,5661.528371,1681.144559,25,21,iPhone,3.123994300935627,101.66507741931485
12133,retained,18,15,104.935181,1294,115,5,3059.244728,855.5896528,27,20,Android,3.152231808142064,101.70795794115199
8035,churned,30,30,112.9682364,1280,201,0,4231.579231,3402.457872,0,0,iPhone,3.1462441710527944,101.69625921949799
10879,retained,4,3,135.501983,1612,371,0,4543.026617,1024.021869,7,3,iPhone,3.125527066817787,101.71903038796897
10234,churned,50,50,51.63747131,932,228,34,2250.172894,396.3617171,2,0,Android,3.1816241951601465,101.6599891583226
5562,churned,9,8,23.50034516,291,612,22,4257.941994,2552.132504,13,13,Android,3.1252080530776016,101.68920516510401
5914,retained,7,6,8.609675644,1648,120,0,666.8029811,308.872027,7,2,iPhone,3.1465165420901458,101.66815734626218
4057,retained,395,316,441.082067,3087,267,15,2365.316003,390.2901818,22,14,iPhone,3.1511831922349676,101.68268583859943
3307,,7,7,36.95002442,314,58,30,5196.278168,1959.031091,25,24,iPhone,3.1181993094425557,101.68504116786293
4919,retained,2,2,117.9746942,1491,184,10,1701.323467,481.7860448,14,12,iPhone,3.138099129313338,101.71529157816842
8206,retained,80,80,379.4992815,1724,0,0,7612.639836,4020.780081,25,19,Android,3.1435878388149994,101.66272510711109
8332,retained,27,22,265.4866321,3023,201,0,6425.502027,4797.404007,26,25,iPhone,3.1097417022604383,101.68615041092372
10833,retained,202,162,256.8672735,2022,85,137,2947.870484,1617.439212,17,13,Android,3.1236533741458388,101.67764893319502
7709,retained,12,10,79.67282933,2165,849,0,4655.265094,3847.461765,29,26,iPhone,3.1551308772748348,101.69954712229766
4742,retained,4,4,78.06780364,3182,0,21,5132.984909,3579.616131,3,0,iPhone,3.150068940345016,101.697158578305
5729,retained,14,11,246.3176518,153,449,18,6924.851181,1133.319896,22,19,iPhone,3.1130064289533923,101.69032323501646
7159,churned,13,10,111.6212719,1074,176,12,2760.128526,2115.028637,5,0,iPhone,3.142959442503057,101.69667040339951
1254,retained,86,70,144.9659138,717,0,0,971.6475531,570.5448102,19,15,iPhone,3.166143684939485,101.71146155845923
5309,,40,32,138.0865916,2774,3,23,12961.44177,5537.18034,1,0,iPhone,3.1647256887273354,101.68908554019501
1475,retained,91,73,120.6905332,2270,99,0,1772.733453,660.8968964,25,16,iPhone,3.127818108557901,101.67876519092229
14381,churned,93,76,184.7526887,136,77,71,4020.85054,609.8815897,2,0,iPhone,3.126003234354179,101.68845939389655
3120,,268,215,483.0381418,1965,139,68,11156.02293,7117.086634,12,11,iPhone,3.1536577962205983,101.66133147318644
13075,retained,345,276,358.7940771,483,41,0,8171.075257,5390.474504,26,25,Android,3.133783979407041,101.67358662976099
9245,retained,101,81,180.1639087,3370,341,105,1839.843452,210.5050264,18,11,iPhone,3.116290237281455,101.6575443592402
6562,retained,122,98,229.0112938,1873,30,42,3626.661967,358.3381127,25,22,Android,3.1525016368162437,101.65164554720286
14341,churned,18,15,19.55386028,944,36,20,11921.01457,4070.436318,11,8,Android,3.1570116600523574,101.69869415995565
7719,retained,42,34,96.87632473,1054,29,0,8599.883474,1774.171717,14,13,iPhone,3.1314663169313843,101.68066909347762
11842,retained,85,68,96.90609048,1971,169,55,6000.940167,913.865878,25,25,Android,3.151179358045472,101.67327677566067
10548,churned,7,6,135.5982421,465,0,45,2612.713024,2140.521617,2,2,Android,3.134122129207412,101.70230521342911
304,retained,82,66,218.4561729,187,0,0,3484.722205,1108.417135,3,3,Android,3.150828651986421,101.69070640380119
2323,churned,96,77,241.9022124,2076,186,33,1289.84648,580.9017534,29,26,Android,3.140543160512633,101.69784785132013
8992,retained,178,144,379.890678,2295,185,53,5026.769253,763.6573993,1,0,Android,3.129873663399615,101.67934470818716
6463,retained,50,40,54.09544099,2532,47,17,4456.400122,1728.147158,17,14,iPhone,3.107178919987521,101.68709092635129
5205,retained,50,45,120.9575509,2552,333,0,4207.238249,3031.744402,28,26,iPhone,3.111439053544923,101.7182003776311
14371,retained,92,79,178.1325778,3458,426,28,2605.209037,1709.616419,24,24,Android,3.149063509139977,101.68687232911545
3997,retained,140,112,162.2393169,1248,103,0,3229.879277,1869.423373,5,3,Android,3.155815587446836,101.67822680612888
14076,retained,30,27,77.11538506,2777,186,0,4342.490369,2390.355442,28,24,Android,3.1064001462672084,101.65354848423969
13725,retained,48,39,142.4484007,1514,1,0,4795.104535,968.2678264,4,1,iPhone,3.126486271525012,101.6558325009967
10398,retained,88,70,90.99763203,344,0,22,3251.331871,2666.282768,29,19,Android,3.125897034625058,101.7192507618383
1739,retained,240,193,248.9173789,1112,82,36,5759.86329,2075.883437,29,26,iPhone,3.1339516055651924,101.71835148294223
11499,retained,298,238,304.9015896,545,245,0,1964.499529,260.7131966,13,10,iPhone,3.1334769260444366,101.68024162808956
9464,retained,169,136,170.4275983,922,0,0,2678.187059,436.5701418,5,1,Android,3.1256655137484906,101.71072759437227
3702,retained,323,259,421.8889276,1505,33,69,1866.170104,615.0294133,17,13,Android,3.1117338748752474,101.67134509792666
12153,retained,30,24,307.1109532,1754,196,12,4128.679101,1382.02514,0,0,iPhone,3.12251643440399,101.7035935788915
5418,retained,100,81,344.3274697,1856,32,107,1579.9063,1209.060304,20,16,Android,3.124629059297002,101.7009640342268
8141,churned,73,60,233.4051198,568,36,0,1452.737043,301.934278,27,18,iPhone,3.121805666292737,101.67529044243646
2167,retained,37,30,101.4942009,2717,478,4,7293.278486,1196.543128,5,5,iPhone,3.1479234188888645,101.70601744848848
1393,retained,33,27,121.2719043,3129,118,51,7902.47277,1750.602683,14,7,iPhone,3.1484938244897,101.64921490654078
6634,retained,15,15,139.6985198,171,165,255,3027.647093,1680.639324,12,12,iPhone,3.1197098721347443,101.67034601045407
2543,,97,78,318.7917926,1092,14,0,3494.195862,1492.811362,14,14,iPhone,3.143800996569839,101.69111058526421
9628,retained,163,131,312.0434314,239,39,0,4949.13069,2689.42821,31,25,iPhone,3.123492619764858,101.65822950129844
7518,retained,22,22,48.37196463,1174,0,0,1925.694747,734.5273773,30,23,iPhone,3.141027795562598,101.64145096565804
6835,retained,19,18,38.46192135,3327,0,127,2975.225977,331.3772331,11,9,iPhone,3.174091451951261,101.68379786234745
1270,retained,78,62,377.1707105,796,2,0,5676.004256,2757.597093,8,5,iPhone,3.1601251690689587,101.68468437896529
2140,retained,24,22,119.861295,2952,72,0,3478.980902,1701.076338,2,2,Android,3.1273067624265147,101.70671283948039
6334,retained,77,63,273.0798234,2179,118,0,2769.507688,1949.877417,8,8,iPhone,3.1115464180057786,101.6805428252246
6526,retained,74,59,99.28643076,337,0,38,11269.07503,7483.274064,5,5,Android,3.118554029719323,101.68227535684277
12105,churned,3,3,259.5754659,118,425,119,1453.67344,522.8819323,10,4,Android,3.1366332731015736,101.68265332065019
12564,,46,37,100.2193053,1096,0,36,883.4893808,195.4379973,13,13,Android,3.1353846380024404,101.68594959520595
14710,retained,226,226,295.568098,637,18,0,5813.576898,4607.678313,4,4,iPhone,3.1481568781517706,101.70975078222685
8170,retained,372,298,397.1215837,82,125,0,4021.280839,885.9560455,20,18,iPhone,3.108881320099864,101.70701962954546
3379,churned,50,41,257.9194155,18,48,5,4422.508278,1706.59763,18,18,Android,3.130715899976842,101.66097634894565
6902,churned,7,6,211.3816605,713,90,0,2881.842425,955.4268014,28,25,iPhone,3.1603598608900696,101.69624153573886
13413,retained,117,95,119.7654835,1743,31,23,1980.034942,683.8787939,24,22,iPhone,3.1490266544882872,101.69691739986595
5568,churned,47,42,57.92766987,3310,25,105,4199.905979,2223.998629,0,0,iPhone,3.1460281613183154,101.67670587231633
12162,,31,29,42.32546665,16,0,162,4951.869451,2652.592141,6,6,iPhone,3.121992120056101,101.68480465422181
3891,retained,89,89,218.312428,1492,16,117,3921.445728,726.5482445,11,10,iPhone,3.143684708216211,101.65972305296823
13749,retained,77,62,124.2906035,120,6,0,3787.35371,1348.362082,10,5,Android,3.1467697583648206,101.6933185547801
5391,retained,24,20,54.08829722,3283,408,37,4509.625575,2226.919361,13,13,iPhone,3.1273281873248764,101.71583475180296
13934,retained,34,28,86.87362218,2484,227,0,2917.034515,2021.069888,28,24,iPhone,3.1279408113371883,101.70549414366718
2390,churned,69,56,378.8070564,1556,316,0,2435.341266,268.0386447,5,3,iPhone,3.1532544913881857,101.72443100313279
13679,,82,66,280.5926426,1004,90,110,2405.693427,2003.590588,10,10,Android,3.1585693335370193,101.68247249534078
4901,churned,13,13,76.02434885,3209,93,0,1334.517508,1092.137663,4,4,iPhone,3.18664734717523,101.6843932281859
13267,retained,2,2,3.943483348,2781,167,1,1150.161178,655.3109997,12,11,iPhone,3.1536923941423853,101.70363871320872
7685,churned,20,20,169.6325144,460,391,66,5480.94662,2453.123764,11,6,Android,3.154969028437189,101.71213073968434
9930,retained,40,33,141.2443569,2656,38,18,1152.435312,596.1623469,21,13,iPhone,3.1375843890019914,101.67198637244059
7040,retained,18,15,31.59870113,2197,140,0,2848.475688,1918.338488,22,19,Android,3.116383915908951,101.68585518281719
6584,retained,37,29,81.51580524,1480,451,0,2956.773671,1082.214245,31,24,iPhone,3.12962310691315,101.70707663908028
3592,retained,113,92,165.2320937,2494,103,0,3824.874334,3104.314003,17,12,iPhone,3.127572756481764,101.68647662897659
5942,retained,12,10,27.78168673,3462,113,0,3905.247291,2800.853735,2,0,iPhone,3.1361308561016057,101.67539846089458
10316,retained,71,57,229.4734732,621,0,0,3516.944964,2730.921129,13,9,iPhone,3.1464035090563964,101.69312501751162
10795,churned,49,49,336.9147629,527,8,0,5242.038956,4123.997227,9,4,iPhone,3.13385561216353,101.69571913675114
5513,retained,23,23,297.1884642,2910,35,0,2653.205686,1720.132168,5,0,Android,3.141128386454894,101.694694769605
3978,,102,83,221.0560961,2023,155,0,8002.913856,6244.707182,10,4,Android,3.12998761700427,101.67870299916602
13928,retained,147,120,284.2009588,2010,39,0,7539.631722,3671.757694,6,6,iPhone,3.1263958042772635,101.6685945798762
6550,retained,20,20,60.38757403,1438,248,165,8972.030632,7473.688847,17,13,iPhone,3.1600807136505713,101.66358859329439
7636,retained,17,14,812.2375815,3022,161,0,4453.2661,1941.845688,11,4,iPhone,3.132729866295445,101.6924062866601
4122,retained,13,13,50.83519468,1852,286,0,3419.737405,1368.426152,29,20,iPhone,3.1522286569876647,101.67259663471728
1139,retained,259,208,467.7637123,1122,3,11,3453.496153,1233.057152,25,15,iPhone,3.1286366942034416,101.69926793311765
5290,retained,107,86,220.0254352,1986,98,27,3118.67339,474.6448563,17,10,Android,3.1270045126163697,101.68408295823912
9276,retained,102,82,248.555034,767,0,10,10714.44743,4098.985967,10,5,Android,3.1252508572265807,101.68928963505708
12965,retained,47,38,137.1709462,477,113,27,2234.392596,1853.541479,14,14,Android,3.1578826251156045,101.70966156480246
4395,retained,31,25,79.75850103,3102,208,0,2722.093217,2098.643414,25,23,iPhone,3.107365976525502,101.7175800175636
11272,,19,15,130.6950347,1850,148,203,6067.442489,1077.369942,23,22,iPhone,3.13402467389158,101.6822284555219
12463,retained,277,224,332.1643745,510,0,6,6402.788032,2222.69883,25,20,Android,3.164329583236627,101.70308786457662
828,retained,157,126,414.5853316,159,172,108,5232.856755,3934.514231,30,19,iPhone,3.160312305194166,101.70091672893504
7639,retained,25,21,127.424168,1502,73,0,10788.9418,7963.097902,26,24,iPhone,3.1121669575903326,101.69214326300967
3752,retained,3,3,13.86713511,1912,0,11,1883.919277,154.9246649,1,1,iPhone,3.1509575937459307,101.66605461827355
14397,retained,9,8,112.2302907,823,0,0,4058.501581,891.6655129,21,15,Android,3.096862442197017,101.69723770232578
6006,retained,19,16,164.5635625,1150,136,43,1643.483631,1274.477101,19,19,iPhone,3.0891849652339833,101.69743180279478
10702,retained,29,23,233.9634432,48,92,0,7774.712245,4103.3731,22,22,iPhone,3.1197662551982415,101.66223154011455
